patient_key,comparison,ok,reason,n_rows_common,ref_y_min,ref_y_max,cmp_y_min,cmp_y_max,common_y_min,common_y_max,mae_px,rmse_px,median_abs_px,p75_abs_px,p95_abs_px,max_abs_px,signed_mean_px,signed_median_px,signed_std_px,mae_width_pct,rmse_width_pct,area_between_curves_px2,corr_x,ref_length_px,cmp_length_px,length_diff_px,length_diff_pct,curvature_mae,hausdorff_px,chamfer_px
S_150,csv_vs_target,True,,204.0,13.0,255.0,27.0,230.0,27.0,230.0,134.9723870520498,136.91510185725465,138.10809326171875,158.49093437194824,165.8353057861328,165.9954071044922,-134.9723870520498,-138.10809326171875,22.982598853351423,52.72358869220696,53.4824616629901,27534.366958618164,,242.0,220.81744384765625,-21.18255615234375,-8.75312237663985,0.041193269193172455,166.58473205566406,130.567626953125
S_129,csv_vs_target,True,,159.0,6.0,255.0,0.0,164.0,6.0,164.0,133.9530162211484,135.03505896943744,132.952392578125,150.51298141479492,158.66156616210938,159.20445251464844,-133.9530162211484,-132.952392578125,17.06038089071279,52.3253969613861,52.748069909936504,21298.529579162598,-0.2743161824630179,268.037841796875,192.1982421875,-75.839599609375,-28.294362877320317,0.03338217735290527,159.20445251464844,122.56695556640625
S_133,csv_vs_target,True,,117.0,72.0,255.0,24.0,188.0,72.0,188.0,133.76458199003824,133.9684978948054,134.21649932861328,140.6100311279297,143.6353332519531,143.8349609375,-133.76458199003824,-134.21649932861328,7.388845188581331,52.25178983985869,52.33144449015836,15650.456092834473,,183.0,177.26290893554688,-5.737091064453125,-3.135022439420559,0.017298461869359016,143.8349609375,127.00303649902344
S_157,csv_vs_target,True,,117.0,80.0,255.0,29.0,196.0,80.0,196.0,132.42400855692023,132.59730187905623,131.28227996826172,139.17042541503906,142.7060119628906,142.89210510253906,-132.42400855692023,-131.28227996826172,6.776903667773679,51.72812834254697,51.79582104650634,15493.609001159668,,175.0,176.529541015625,1.529541015625,0.8740234374500557,0.0180729441344738,142.89210510253906,128.75003051757812
S_126,csv_vs_target,True,,169.0,8.0,255.0,23.0,191.0,23.0,191.0,131.88273706379726,132.08015461188603,132.72821044921875,138.6549530029297,141.56596984863282,141.81137084960938,-131.88273706379726,-132.72821044921875,7.218788462133841,51.51669416554581,51.59381039526798,22288.18256378174,,247.0,174.16136169433594,-72.83863830566406,-29.489327248062803,0.012850586324930191,141.81137084960938,129.38739013671875
S_137,csv_vs_target,True,,197.0,28.0,255.0,33.0,229.0,33.0,229.0,131.40755772469612,133.92711272568965,144.75706481933594,148.763671875,157.23233489990236,158.11732482910156,-131.40755772469612,-144.75706481933594,25.855856123328017,51.331077236209424,52.31527840847252,25887.288871765137,,227.07925415039062,229.12356567382812,2.0443115234375,0.9002634481059031,0.041672684252262115,158.11732482910156,120.77100372314453
S_114,csv_vs_target,True,,179.0,6.0,255.0,0.0,184.0,6.0,184.0,129.13527214860116,130.93449465247215,126.85357666015625,149.56084442138672,161.6636520385742,162.255859375,-129.13527214860116,-126.85357666015625,21.63153663069208,50.44346568304733,51.14628697362193,23115.21371459961,,277.3519592285156,228.05343627929688,-49.29852294921875,-17.774715954619694,0.032762326300144196,162.255859375,117.12520599365234
S_141,csv_vs_target,True,,63.0,126.0,255.0,46.0,188.0,126.0,188.0,128.64579676068018,128.9141850766481,132.14437866210938,134.7181282043457,135.7430107116699,135.78671264648438,-128.64579676068018,-132.14437866210938,8.314210111974013,50.2522643596407,50.357103545565664,8104.685195922852,,129.0,173.98081970214844,44.98081970214844,34.8688524795826,0.02873847633600235,147.23060607910156,117.17284393310547
S_96,csv_vs_target,True,,201.0,46.0,255.0,44.0,246.0,46.0,246.0,128.28176989958655,129.5236978818255,129.66285705566406,146.81981658935547,152.53512573242188,152.84830474853516,-128.28176989958655,-129.66285705566406,17.89345758683715,50.11006636702599,50.59519448508809,25784.635749816895,,209.68994140625,225.57598876953125,15.88604736328125,7.575970147154686,0.03864327073097229,152.84829711914062,122.73514556884766
S_142,csv_vs_target,True,,205.0,9.0,255.0,33.0,237.0,33.0,237.0,125.86830859300566,139.58757641217076,162.93157196044922,171.83625030517578,191.1838264465332,191.90962600708008,-125.86830859300566,-162.93157196044922,60.347828300275296,49.167308044142835,54.526397036004205,25803.003261566162,-0.9186868018801584,339.75079345703125,247.28085327148438,-92.46994018554688,-27.21699020682934,0.060258083045482635,171.3724365234375,106.33660125732422
